alpha = 0.1
0.627874635432
0.0418077482929
-0.508038691146
-0.577709584607
-0.60977349548
-0.582902445069
-0.519479801046
-0.501446564242
-0.479097831003
-0.330581295398
-0.441468518078
-0.384148999975
-0.41090035391
-0.38260069674
-0.322034357863
-0.299695649758
-0.351914115172
-0.317314938304
-0.288303159959
-0.284831594307
-0.228271424426
-0.262177316799
-0.202889850548
-0.207683120818
-0.21046094872
-0.164052335511
-0.191998462504
-0.18332467476
-0.173069537479
-0.178942753828
-0.147566136154
-0.0920980888221
-0.13780713432
-0.114081830391
0.00503988471105
-0.053237791498
-0.0448528612014
-0.0295843820781
-0.0516468673489
-0.00140480743287
0.0370137967636
0.0138855224835
-0.0208545729536
0.124206152253
0.0510725889844
0.0199303038369
-0.0125797717581
0.137390917071
0.0642173209856
0.13520350413
0.0694920602914
0.011725301022
0.11904321026
0.0218637750362
0.138791348651
0.0460072109516
0.147972289737
0.241832429925
0.0666691989722
0.0111483238549
0.111024048328
0.142466216645
0.19850837779
0.204476393959
0.147520694232
0.222418339494
0.127989842303
0.118709509514
0.139717051932
0.140770878971
0.286466308631
0.142918306321
0.119951640125
0.194027683265
0.124674884537
0.11206343224
0.179111407398
0.138628629299
0.137505636673
0.166221319492
0.113250435838
0.103110333673
0.189919639711
0.210825072222
0.20480325364
0.174749727185
0.23634916096
0.185012110487
0.201419947907
0.203839454357
0.192418427078
0.0988363942973
0.189899313752
0.134480655877
0.0962595410274
0.181255901095
0.165659284563
0.163272609373
0.157180946437
0.118904770096
alpha = 0.5
0.193705218402
0.710692238305
1.31436489538
-0.34533945085
-0.381067142624
-0.396693384408
-0.351309478339
-0.327240678162
-0.293064891215
-0.310739574093
-0.276249601724
-0.216121298627
-0.259415164954
-0.0586948847606
-0.211546994477
-0.144294624652
-0.176846657048
-0.206721412271
-0.118196897396
-0.183053806366
-0.114655533052
-0.0493568140167
-0.0371138738198
-0.0891453525047
-0.071300269877
-0.0396921292354
0.00427462548866
0.0600603871984
-0.00531264618897
0.0168801363336
0.078443560535
0.002608927399
0.0725522100826
0.128410953985
0.0767121713465
-0.636233961602
0.136432843662
0.113854598372
0.143513412867
0.134531891397
0.0517994342419
0.141491685703
0.104861861281
0.165580779393
0.133887365125
0.134074901918
0.212539150785
0.0650731612828
0.0896100340552
0.119328139236
0.215968789163
0.236047077443
0.32834147623
0.196843451696
0.164893222613
0.214587529779
0.175483959242
0.0921106451031
0.152773366635
0.189524278168
0.28929484194
0.320245588044
0.214888651161
0.164558364862
0.185316161558
0.253679234381
0.157946873862
0.112549657404
0.197308304258
0.327811376496
0.276177052096
0.238394942164
0.236058322757
0.147481382162
0.247023671161
0.164858409356
0.177720478246
0.15958650034
0.278689430182
0.198049549691
0.299478856043
0.25034410015
0.149854964989
0.306758662232
0.244626121464
0.158070252518
0.123103040673
0.175494788388
0.164782951853
0.316395662972
0.160647282851
0.219307462501
0.0853668457012
0.237600205636
0.178759337563
0.195180592823
0.21863986732
0.235959720638
0.204118606034
0.175733519094
alpha = 1
0.517335640773
0.473962980178
0.170526429787
-0.0877617359376
-0.135846849623
-0.135532459003
0.161920676609
0.119952921306
0.0749640018262
0.0955681648903
-0.116819198546
-0.253831377947
0.132870649504
0.352704810028
0.0994903913076
-0.0605565614602
-0.15892025643
-0.105561809877
-0.2056132986
-0.381298843581
-0.320325423137
-0.252571917792
-0.243756652769
-0.274762227792
-0.226129513101
-0.124713385969
-0.218682442967
-0.232782397113
-0.270950850635
-0.237850372558
-0.243189249502
-0.269840656979
-0.267894333299
-0.273985630552
-0.244032313652
-0.22580297439
-0.25312748963
-0.238357617435
-0.214755554779
-0.227817318429
-0.260299082717
-0.187535965227
-0.218149302821
-0.243332739278
-0.196857219878
-0.228352426866
0.172522196354
-0.157145581567
-0.249232925421
-0.238884746184
-0.249588882142
-0.147853810484
-0.252831350368
-0.239641505621
-0.24721747111
-0.20037722166
-0.228546210611
-0.112066314301
-0.190417133851
-0.275156814609
-0.268727685232
-0.239398201724
-0.237586529998
-0.231790151104
-0.253293896219
-0.13756273612
-0.193490191666
-0.143105670865
-0.206962405973
-0.229021159882
-0.216331177411
-0.225063159842
-0.235717734718
-0.177829045895
-0.219893236751
-0.0958934314251
-0.218180080625
-0.223729994556
-0.190436486221
-0.262207775828
-0.158031021978
-0.292629042653
-0.268358687116
-0.183014398782
-0.198502133912
-0.250851474117
-0.275228239116
-0.27027029023
-0.241050549195
-0.252755639693
-0.249628493573
-0.132940787051
-0.219553192986
-0.188384166802
-0.249424163756
-0.238655087976
-0.250832831007
-0.168122469022
-0.24550430475
-0.182184093146
